query,last7_clicks,last7_impressions,last7_ctr,last7_position,prev7_clicks,prev7_impressions,prev7_ctr,prev7_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,last14_clicks,last14_impressions,last14_ctr,last14_position,prev14_clicks,prev14_impressions,prev14_ctr,prev14_position,w14_clicks_change,w14_clicks_change_pct,w14_impressions_change,w14_impressions_change_pct,w14_ctr_change,w14_position_change,w14_position_direction,w14_status,topic,language,is_brand,last7_period,prev7_period
chat gpt oʻzbekcha,0.0,8.0,0.0,7.62,0.0,0.0,,,0.0,,8.0,,0.0,,n/a,new,0,8,0.0,7.62,0,0,,,0,,8,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt promtlar,0.0,3.0,0.0,2.33,0.0,1.0,0.0,3.0,0.0,,2.0,200.0,0.0,-0.67,improved,both,0,4,0.0,2.5,0,1,0.0,3.0,0,,3,300.0,0.0,-0.5,stable,both,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt uchun prompt,0.0,2.0,0.0,4.0,0.0,5.0,0.0,1.4,0.0,,-3.0,-60.0,0.0,2.6,worsened,both,0,7,0.0,2.14,1,6,0.16666666666666666,4.5,-1,-100.0,1,16.7,-0.1667,-2.36,improved,both,chatgpt_prompts,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt uz,0.0,31.0,0.0,4.68,1.0,23.0,0.043478260869565216,4.26,-1.0,-100.0,8.0,34.8,-0.0435,0.42,stable,both,1,54,0.018518518518518517,4.5,0,16,0.0,5.0,1,,38,237.5,0.0185,-0.5,stable,both,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt uzbek,0.0,5.0,0.0,4.0,0.0,11.0,0.0,5.27,0.0,,-6.0,-54.5,0.0,-1.27,improved,both,0,16,0.0,4.88,0,18,0.0,5.22,0,,-2,-11.1,0.0,-0.34,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt uzbek tilida,0.0,6.0,0.0,5.33,0.0,23.0,0.0,4.83,0.0,,-17.0,-73.9,0.0,0.5,stable,both,0,29,0.0,4.93,0,15,0.0,6.2,0,,14,93.3,0.0,-1.27,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt uzbekcha,0.0,60.0,0.0,5.18,4.0,68.0,0.058823529411764705,6.12,-4.0,-100.0,-8.0,-11.8,-0.0588,-0.94,improved,both,4,128,0.03125,5.68,1,52,0.019230769230769232,7.54,3,300.0,76,146.2,0.012,-1.86,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt на узбекском языке,0.0,1.0,0.0,3.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
instagram chi,0.0,1.0,0.0,3.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,instagram_bots,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt расшифровка,0.0,4.0,0.0,9.75,0.0,1.0,0.0,9.0,0.0,,3.0,300.0,0.0,0.75,worsened,both,0,5,0.0,9.6,0,0,,,0,,5,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt 4 uzbek tilida,0.0,13.0,0.0,9.15,0.0,91.0,0.0,9.05,0.0,,-78.0,-85.7,0.0,0.1,stable,both,0,104,0.0,9.07,0,8,0.0,9.75,0,,96,1200.0,0.0,-0.68,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt 4 uzbek tilida skachat,0.0,3.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,,2.0,200.0,0.0,0.0,stable,both,0,4,0.0,10.0,0,0,,,0,,4,,0.0,,n/a,new,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt ga kirish,0.0,74.0,0.0,8.14,0.0,48.0,0.0,7.77,0.0,,26.0,54.2,0.0,0.37,stable,both,0,122,0.0,7.99,0,0,,,0,,122,,0.0,,n/a,new,chatgpt_login,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt ga yozish,0.0,4.0,0.0,9.5,0.0,4.0,0.0,7.5,0.0,,0.0,0.0,0.0,2.0,worsened,both,0,8,0.0,8.5,0,0,,,0,,8,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt gaplashish,0.0,1.0,0.0,8.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,8.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt ishlatish,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt kirish login,0.0,43.0,0.0,7.09,3.0,70.0,0.04285714285714286,5.61,-3.0,-100.0,-27.0,-38.6,-0.0429,1.48,worsened,both,3,113,0.02654867256637168,6.18,0,2,0.0,7.5,3,,111,5550.0,0.0265,-1.32,improved,both,chatgpt_login,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt 4 uzbekistan,0.0,23.0,0.0,7.17,0.0,14.0,0.0,7.29,0.0,,9.0,64.3,0.0,-0.12,stable,both,0,37,0.0,7.22,1,48,0.020833333333333332,6.02,-1,-100.0,-11,-22.9,-0.0208,1.2,worsened,both,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gibit,0.0,2.0,0.0,3.5,0.0,2.0,0.0,3.5,0.0,,0.0,0.0,0.0,0.0,stable,both,0,4,0.0,3.5,0,0,,,0,,4,,0.0,,n/a,new,other,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat chipiti online,0.0,24.0,0.0,6.33,0.0,10.0,0.0,5.4,0.0,,14.0,140.0,0.0,0.93,worsened,both,0,34,0.0,6.06,0,3,0.0,9.0,0,,31,1033.3,0.0,-2.94,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chap dpt,0.0,2.0,0.0,8.5,0.0,1.0,0.0,10.0,0.0,,1.0,100.0,0.0,-1.5,improved,both,0,3,0.0,9.0,0,3,0.0,7.0,0,,0,0.0,0.0,2.0,worsened,both,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai обработка заявок,0.0,2.0,0.0,67.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,67.5,0,0,,,0,,2,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai продавец,0.0,2.0,0.0,40.5,0.0,2.0,0.0,28.5,0.0,,0.0,0.0,0.0,12.0,worsened,both,0,4,0.0,34.5,0,5,0.0,18.6,0,,-1,-20.0,0.0,15.9,worsened,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai60670,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67014,0.0,3.0,0.0,6.67,0.0,0.0,,,0.0,,3.0,,0.0,,n/a,new,0,3,0.0,6.67,0,0,,,0,,3,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67039,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67076,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,4.0,0,1,0.0,7.0,0,,0,0.0,0.0,-3.0,improved,both,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67189,0.0,1.0,0.0,8.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,8.0,0,1,0.0,8.0,0,,0,0.0,0.0,0.0,stable,both,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67963,0.0,1.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,stable,both,0,2,0.0,10.0,0,0,,,0,,2,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai97547,0.0,1.0,0.0,10.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
al chat что это,0.0,2.0,0.0,11.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,11.0,0,1,0.0,10.0,0,,1,100.0,0.0,1.0,worsened,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cakecity,0.0,1.0,0.0,10.0,0.0,1.0,0.0,4.0,0.0,,0.0,0.0,0.0,6.0,worsened,both,0,2,0.0,7.0,0,0,,,0,,2,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chachi piti uzb,0.0,13.0,0.0,7.38,0.0,0.0,,,0.0,,13.0,,0.0,,n/a,new,0,13,0.0,7.38,0,0,,,0,,13,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chachi piti uzbek tilida,0.0,1.0,0.0,9.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chachipiti oʻzbek tilida,0.0,72.0,0.0,7.94,0.0,64.0,0.0,8.75,0.0,,8.0,12.5,0.0,-0.81,improved,both,0,136,0.0,8.32,0,25,0.0,8.16,0,,111,444.0,0.0,0.16,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chaji piti,0.0,2.0,0.0,7.0,0.0,3.0,0.0,8.67,0.0,,-1.0,-33.3,0.0,-1.67,improved,both,0,5,0.0,8.0,0,0,,,0,,5,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chaji piti online,0.0,42.0,0.0,5.9,0.0,1.0,0.0,4.0,0.0,,41.0,4100.0,0.0,1.9,worsened,both,0,43,0.0,5.86,0,0,,,0,,43,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chaji piti uzbek tilida,0.0,7.0,0.0,8.71,0.0,8.0,0.0,7.88,0.0,,-1.0,-12.5,0.0,0.83,worsened,both,0,15,0.0,8.27,0,1,0.0,8.0,0,,14,1400.0,0.0,0.27,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt o,0.0,1.0,0.0,7.0,0.0,7.0,0.0,5.29,0.0,,-6.0,-85.7,0.0,1.71,worsened,both,0,8,0.0,5.5,0,0,,,0,,8,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt o rnatish,0.0,2.0,0.0,4.0,0.0,6.0,0.0,5.5,0.0,,-4.0,-66.7,0.0,-1.5,improved,both,0,8,0.0,5.12,0,1,0.0,5.0,0,,7,700.0,0.0,0.12,stable,both,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt o'zbek tilida,0.0,8.0,0.0,7.0,0.0,0.0,,,0.0,,8.0,,0.0,,n/a,new,0,8,0.0,7.0,0,0,,,0,,8,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzbekcha online,0.0,395.0,0.0,5.31,3.0,408.0,0.007352941176470588,4.22,-3.0,-100.0,-13.0,-3.2,-0.0074,1.09,worsened,both,3,803,0.0037359900373599006,4.75,4,276,0.014492753623188406,6.05,-1,-25.0,527,190.9,-0.0108,-1.3,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt õzbekcha,0.0,16.0,0.0,6.88,0.0,32.0,0.0,7.25,0.0,,-16.0,-50.0,0.0,-0.37,stable,both,0,48,0.0,7.12,0,0,,,0,,48,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt на узбекском,0.0,20.0,0.0,3.85,2.0,19.0,0.10526315789473684,3.84,-2.0,-100.0,1.0,5.3,-0.1053,0.01,stable,both,2,39,0.05128205128205128,3.85,0,27,0.0,5.33,2,,12,44.4,0.0513,-1.48,improved,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt скачать uzbek tilida,0.0,43.0,0.0,7.47,1.0,22.0,0.045454545454545456,6.23,-1.0,-100.0,21.0,95.5,-0.0455,1.24,worsened,both,1,65,0.015384615384615385,7.05,0,10,0.0,6.5,1,,55,550.0,0.0154,0.55,worsened,both,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt узбек тилида,0.0,5.0,0.0,5.8,0.0,16.0,0.0,7.38,0.0,,-11.0,-68.8,0.0,-1.58,improved,both,0,21,0.0,7.0,0,14,0.0,7.86,0,,7,50.0,0.0,-0.86,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt узбекча,0.0,75.0,0.0,6.17,0.0,23.0,0.0,7.83,0.0,,52.0,226.1,0.0,-1.66,improved,both,0,98,0.0,6.56,0,1,0.0,10.0,0,,97,9700.0,0.0,-3.44,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt.uz,0.0,21.0,0.0,5.1,0.0,13.0,0.0,4.62,0.0,,8.0,61.5,0.0,0.48,stable,both,0,34,0.0,4.91,0,15,0.0,5.27,0,,19,126.7,0.0,-0.36,stable,both,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgptga,0.0,12.0,0.0,6.5,0.0,10.0,0.0,5.5,0.0,,2.0,20.0,0.0,1.0,worsened,both,0,22,0.0,6.05,0,0,,,0,,22,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgptni,0.0,2.0,0.0,6.0,0.0,12.0,0.0,4.67,0.0,,-10.0,-83.3,0.0,1.33,worsened,both,0,14,0.0,4.86,0,0,,,0,,14,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chpt yuklab olish,0.0,10.0,0.0,6.3,0.0,11.0,0.0,7.0,0.0,,-1.0,-9.1,0.0,-0.7,improved,both,0,21,0.0,6.67,0,12,0.0,8.33,0,,9,75.0,0.0,-1.66,improved,both,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cjattp,0.0,1.0,0.0,5.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,5.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
click telegram bot,0.0,2.0,0.0,5.5,0.0,1.0,0.0,9.0,0.0,,1.0,100.0,0.0,-3.5,improved,both,0,3,0.0,6.67,0,8,0.0,8.75,0,,-5,-62.5,0.0,-2.08,improved,both,telegram_bots,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt automation petrixbot,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt bot,0.0,5.0,0.0,1.2,0.0,1.0,0.0,4.0,0.0,,4.0,400.0,0.0,-2.8,improved,both,0,6,0.0,1.67,0,5,0.0,5.8,0,,1,20.0,0.0,-4.13,improved,both,brand,en,True,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt для учебы,0.0,3.0,0.0,12.33,0.0,2.0,0.0,15.0,0.0,,1.0,50.0,0.0,-2.67,improved,both,0,5,0.0,13.4,0,2,0.0,37.5,0,,3,150.0,0.0,-24.1,improved,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt на русском онлайн,0.0,1.0,0.0,22.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,22.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt расшифровка,0.0,2.0,0.0,10.0,0.0,1.0,0.0,14.0,0.0,,1.0,100.0,0.0,-4.0,improved,both,0,3,0.0,11.33,0,0,,,0,,3,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt чат онлайн,0.0,1.0,0.0,12.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,12.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt yuklab olish kompyuter uchun,0.0,46.0,0.0,6.78,0.0,51.0,0.0,7.37,0.0,,-5.0,-9.8,0.0,-0.59,improved,both,0,97,0.0,7.09,0,35,0.0,7.51,0,,62,177.1,0.0,-0.42,stable,both,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzbek tilida skachat,0.0,45.0,0.0,7.8,0.0,47.0,0.0,7.57,0.0,,-2.0,-4.3,0.0,0.23,stable,both,0,92,0.0,7.68,0,8,0.0,7.5,0,,84,1050.0,0.0,0.18,stable,both,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt o'zbekcha,0.0,18.0,0.0,6.89,1.0,49.0,0.02040816326530612,6.49,-1.0,-100.0,-31.0,-63.3,-0.0204,0.4,stable,both,1,67,0.014925373134328358,6.6,0,39,0.0,6.59,1,,28,71.8,0.0149,0.01,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzbek tilida online ko rish,0.0,1.0,0.0,6.0,0.0,4.0,0.0,6.5,0.0,,-3.0,-75.0,0.0,-0.5,stable,both,0,5,0.0,6.4,0,17,0.0,7.65,0,,-12,-70.6,0.0,-1.25,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt ochish uzbek tilida,0.0,184.0,0.0,6.17,0.0,250.0,0.0,6.07,0.0,,-66.0,-26.4,0.0,0.1,stable,both,0,434,0.0,6.11,1,37,0.02702702702702703,6.7,-1,-100.0,397,1073.0,-0.027,-0.59,improved,both,chatgpt_login,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt online,0.0,1.0,0.0,3.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt online chat,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt online kirish,0.0,58.0,0.0,5.67,0.0,64.0,0.0,4.81,0.0,,-6.0,-9.4,0.0,0.86,worsened,both,0,122,0.0,5.22,0,14,0.0,6.14,0,,108,771.4,0.0,-0.92,improved,both,chatgpt_login,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt online uzbek tilida,0.0,2.0,0.0,5.5,0.0,8.0,0.0,4.5,0.0,,-6.0,-75.0,0.0,1.0,worsened,both,0,10,0.0,4.7,2,13,0.15384615384615385,8.08,-2,-100.0,-3,-23.1,-0.1538,-3.38,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt ozbekcha,0.0,119.0,0.0,5.34,1.0,89.0,0.011235955056179775,6.47,-1.0,-100.0,30.0,33.7,-0.0112,-1.13,improved,both,1,208,0.004807692307692308,5.83,1,49,0.02040816326530612,6.59,0,0.0,159,324.5,-0.0156,-0.76,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt oʻrnatish,0.0,2.0,0.0,10.0,0.0,19.0,0.0,8.42,0.0,,-17.0,-89.5,0.0,1.58,worsened,both,0,21,0.0,8.57,0,0,,,0,,21,,0.0,,n/a,new,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt plus price uzbekistan,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,1.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_payment,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt sayt,0.0,3.0,0.0,7.0,0.0,0.0,,,0.0,,3.0,,0.0,,n/a,new,0,3,0.0,7.0,0,0,,,0,,3,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt saytiga kirish,0.0,10.0,0.0,5.5,0.0,0.0,,,0.0,,10.0,,0.0,,n/a,new,0,10,0.0,5.5,0,0,,,0,,10,,0.0,,n/a,new,chatgpt_login,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt skachat qilish,0.0,30.0,0.0,8.7,0.0,7.0,0.0,8.71,0.0,,23.0,328.6,0.0,-0.01,stable,both,0,37,0.0,8.7,0,0,,,0,,37,,0.0,,n/a,new,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt tarjimon,0.0,3.0,0.0,7.0,1.0,14.0,0.07142857142857142,7.93,-1.0,-100.0,-11.0,-78.6,-0.0714,-0.93,improved,both,1,17,0.058823529411764705,7.76,0,0,,,1,,17,,0.0588,,n/a,new,chatgpt_translate,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt tekin versiyasi,0.0,1.0,0.0,7.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,7.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uchun prompt,0.0,14.0,0.0,7.64,0.0,11.0,0.0,8.09,0.0,,3.0,27.3,0.0,-0.45,stable,both,0,25,0.0,7.84,1,15,0.06666666666666667,7.27,-1,-100.0,10,66.7,-0.0667,0.57,worsened,both,chatgpt_prompts,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzb,0.0,31.0,0.0,5.39,1.0,38.0,0.02631578947368421,5.13,-1.0,-100.0,-7.0,-18.4,-0.0263,0.26,stable,both,1,69,0.014492753623188406,5.25,1,43,0.023255813953488372,4.44,0,0.0,26,60.5,-0.0088,0.81,worsened,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzbek,0.0,34.0,0.0,6.47,0.0,54.0,0.0,6.81,0.0,,-20.0,-37.0,0.0,-0.34,stable,both,0,88,0.0,6.68,0,14,0.0,6.07,0,,74,528.6,0.0,0.61,worsened,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzbek tilida,0.0,71.0,0.0,5.96,1.0,127.0,0.007874015748031496,6.46,-1.0,-100.0,-56.0,-44.1,-0.0079,-0.5,stable,both,1,198,0.005050505050505051,6.28,0,86,0.0,7.26,1,,112,130.2,0.0051,-0.98,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ведение социальных сетей цена,0.0,1.0,0.0,17.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,17.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ведение соцсетей стоимость,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,1.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ведение соцсетей цена,0.0,2.0,0.0,8.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,8.5,0,0,,,0,,2,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
хостинг для телеграм бота,0.0,1.0,0.0,11.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,11.0,0,0,,,0,,1,,0.0,,n/a,new,telegram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
тарифи чат джпт,0.0,1.0,0.0,10.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
телеграм біржі реклами,0.0,1.0,0.0,8.0,0.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0,3.0,worsened,both,0,2,0.0,6.5,0,0,,,0,,2,,0.0,,n/a,new,telegram_ads,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
узбек тилида,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,-1.0,improved,both,0,2,0.0,1.5,0,0,,,0,,2,,0.0,,n/a,new,other,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
узбекистондачи,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,1.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
услуги в рамках smm,0.0,4.0,0.0,34.5,0.0,6.0,0.0,31.67,0.0,,-2.0,-33.3,0.0,2.83,worsened,both,0,10,0.0,32.8,0,8,0.0,41.25,0,,2,25.0,0.0,-8.45,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
услуги смм специалиста,0.0,9.0,0.0,9.0,0.0,25.0,0.0,8.6,0.0,,-16.0,-64.0,0.0,0.4,stable,both,0,34,0.0,8.71,0,44,0.0,9.64,0,,-10,-22.7,0.0,-0.93,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
услуги таргетолога,0.0,1.0,0.0,33.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,33.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
услуги таргетолога цена,0.0,1.0,0.0,42.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,42.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
