query,last7_clicks,last7_impressions,last7_ctr,last7_position,prev7_clicks,prev7_impressions,prev7_ctr,prev7_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,last14_clicks,last14_impressions,last14_ctr,last14_position,prev14_clicks,prev14_impressions,prev14_ctr,prev14_position,w14_clicks_change,w14_clicks_change_pct,w14_impressions_change,w14_impressions_change_pct,w14_ctr_change,w14_position_change,w14_position_direction,w14_status,topic,language,is_brand,last7_period,prev7_period
продвижение сайта объявлениями,0.0,0.0,,,0.0,3.0,0.0,31.67,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,31.67,0,0,,,0,,3,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение цены,0.0,0.0,,,0.0,1.0,0.0,44.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,44.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта описание,0.0,0.0,,,0.0,4.0,0.0,61.5,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,61.5,0,7,0.0,69.57,0,,-3,-42.9,0.0,-8.07,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта по лидам что это,0.0,0.0,,,0.0,2.0,0.0,87.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,87.5,0,8,0.0,38.62,0,,-6,-75.0,0.0,48.88,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта по сео,0.0,0.0,,,0.0,9.0,0.0,58.11,0.0,,-9.0,-100.0,0.0,,n/a,lost,0,9,0.0,58.11,0,18,0.0,59.67,0,,-9,-50.0,0.0,-1.56,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта по факту выведенных слов,0.0,0.0,,,0.0,2.0,0.0,59.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,59.5,0,15,0.0,57.2,0,,-13,-86.7,0.0,2.3,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта предприятия,0.0,0.0,,,0.0,1.0,0.0,15.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,15.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта сео,0.0,0.0,,,0.0,6.0,0.0,63.83,0.0,,-6.0,-100.0,0.0,,n/a,lost,0,6,0.0,63.83,0,12,0.0,62.83,0,,-6,-50.0,0.0,1.0,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта статьями заказать,0.0,0.0,,,0.0,1.0,0.0,29.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,29.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта топ стоимость,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение по поисковым запросам,0.0,0.0,,,0.0,2.0,0.0,24.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,24.5,0,6,0.0,68.0,0,,-4,-66.7,0.0,-43.5,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение интернет сайтов продвижение веб сайтов,0.0,0.0,,,0.0,1.0,0.0,29.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,29.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение и раскрутка сайта,0.0,0.0,,,0.0,1.0,0.0,32.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,32.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение веб сайтов,0.0,0.0,,,0.0,2.0,0.0,31.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,31.5,0,1,0.0,16.0,0,,1,100.0,0.0,15.5,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
оплатить chatgpt,0.0,0.0,,,0.0,1.0,0.0,3.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,3.0,0,1,0.0,5.0,0,,0,0.0,0.0,-2.0,improved,both,chatgpt_payment,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
оплатить chatgpt plus,0.0,0.0,,,0.0,1.0,0.0,4.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_payment,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
пакет услуг smm,0.0,0.0,,,0.0,1.0,0.0,24.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,24.0,0,1,0.0,20.0,0,,0,0.0,0.0,4.0,worsened,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поговорить с ии на русском,0.0,0.0,,,0.0,1.0,0.0,76.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,76.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
подбери ссылки,0.0,0.0,,,0.0,1.0,0.0,4.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поддержка и продвижение сайта стоимость,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,1.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковая оптимизация сайта цена,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковая оптимизация стоимость,0.0,0.0,,,0.0,1.0,0.0,12.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,12.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение веб сайта,0.0,0.0,,,0.0,1.0,0.0,23.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,23.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение сайта seo,0.0,0.0,,,0.0,1.0,0.0,48.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,48.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение сайта недорого,0.0,0.0,,,0.0,1.0,0.0,23.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,23.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение сайта сео,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение сайта это,0.0,0.0,,,0.0,1.0,0.0,69.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,69.0,0,3,0.0,70.33,0,,-2,-66.7,0.0,-1.33,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение сайтов это,0.0,0.0,,,0.0,2.0,0.0,62.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,62.5,0,4,0.0,73.0,0,,-2,-50.0,0.0,-10.5,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai11179,0.0,0.0,,,0.0,3.0,0.0,3.33,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,3.33,0,0,,,0,,3,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение,0.0,0.0,,,0.0,3.0,0.0,43.67,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,43.67,0,2,0.0,48.5,0,,1,50.0,0.0,-4.83,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение web сайта,0.0,0.0,,,0.0,1.0,0.0,31.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,31.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта услуги,0.0,0.0,,,0.0,1.0,0.0,11.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,11.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта фирмы,0.0,0.0,,,0.0,1.0,0.0,20.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,20.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта что это,0.0,0.0,,,0.0,8.0,0.0,71.5,0.0,,-8.0,-100.0,0.0,,n/a,lost,0,8,0.0,71.5,0,15,0.0,74.93,0,,-7,-46.7,0.0,-3.43,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
разработка сайтов в ташкенте цены,0.0,0.0,,,0.0,3.0,0.0,55.0,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,55.0,0,0,,,0,,3,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
раскрутка по лидам,0.0,0.0,,,0.0,3.0,0.0,33.67,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,33.67,0,7,0.0,30.14,0,,-4,-57.1,0.0,3.53,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
раскрутка телеграм канала ташкент,0.0,0.0,,,0.0,2.0,0.0,37.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,37.5,0,0,,,0,,2,,0.0,,n/a,new,telegram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
раскрутка цена seo продвижение услуга,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
расшифровка smm,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
рекламное поисковое продвижение сайтов,0.0,0.0,,,0.0,1.0,0.0,50.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,50.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
рекламное продвижение сайтов,0.0,0.0,,,0.0,2.0,0.0,44.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,44.0,0,0,,,0,,2,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
робот для записи на прием,0.0,0.0,,,0.0,6.0,0.0,25.17,0.0,,-6.0,-100.0,0.0,,n/a,lost,0,6,0.0,25.17,0,12,0.0,26.33,0,,-6,-50.0,0.0,-1.16,improved,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
робот для записи пациентов,0.0,0.0,,,0.0,1.0,0.0,23.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,23.0,0,0,,,0,,1,,0.0,,n/a,new,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео оптимизация сайта цена,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение в поиске,0.0,0.0,,,0.0,2.0,0.0,26.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,26.0,0,4,0.0,26.25,0,,-2,-50.0,0.0,-0.25,stable,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение интернет магазина цена,0.0,0.0,,,0.0,1.0,0.0,6.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение информационного сайта,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение как делать,0.0,0.0,,,0.0,3.0,0.0,83.0,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,83.0,0,0,,,0,,3,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение сайта это,0.0,0.0,,,0.0,3.0,0.0,66.0,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,66.0,0,13,0.0,73.08,0,,-10,-76.9,0.0,-7.08,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение сайтов,0.0,0.0,,,0.0,1.0,0.0,53.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,53.0,0,5,0.0,50.2,0,,-4,-80.0,0.0,2.8,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение сайтов что это,0.0,0.0,,,0.0,1.0,0.0,65.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,65.0,0,2,0.0,64.5,0,,-1,-50.0,0.0,0.5,stable,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение цена,0.0,0.0,,,0.0,1.0,0.0,12.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,12.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
разработка сайтов под ключ,0.0,0.0,,,0.0,1.0,0.0,24.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,24.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
разработка сайтов,0.0,0.0,,,0.0,1.0,0.0,26.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,26.0,1,13,0.07692307692307693,45.92,-1,-100.0,-12,-92.3,-0.0769,-19.92,improved,both,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайта это,0.0,0.0,,,0.0,5.0,0.0,73.2,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,73.2,0,15,0.0,75.13,0,,-10,-66.7,0.0,-1.93,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
разработка сайта цена,0.0,0.0,,,0.0,1.0,0.0,12.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,12.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов без предоплаты,0.0,0.0,,,0.0,2.0,0.0,33.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,33.5,0,0,,,0,,2,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов включает,0.0,0.0,,,0.0,5.0,0.0,76.8,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,76.8,0,12,0.0,73.25,0,,-7,-58.3,0.0,3.55,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов зачем,0.0,0.0,,,0.0,4.0,0.0,54.25,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,54.25,0,1,0.0,53.0,0,,3,300.0,0.0,1.25,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов как это делается,0.0,0.0,,,0.0,6.0,0.0,64.0,0.0,,-6.0,-100.0,0.0,,n/a,lost,0,6,0.0,64.0,0,15,0.0,67.87,0,,-9,-60.0,0.0,-3.87,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов от профессионалов по сео,0.0,0.0,,,0.0,1.0,0.0,11.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,11.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов по позициям,0.0,0.0,,,0.0,4.0,0.0,21.25,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,21.25,0,0,,,0,,4,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов про,0.0,0.0,,,0.0,1.0,0.0,16.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,16.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов сео,0.0,0.0,,,0.0,8.0,0.0,71.12,0.0,,-8.0,-100.0,0.0,,n/a,lost,0,8,0.0,71.12,0,12,0.0,74.75,0,,-4,-33.3,0.0,-3.63,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов сервиса поисковое,0.0,0.0,,,0.0,2.0,0.0,24.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,24.5,0,0,,,0,,2,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов сети интернет,0.0,0.0,,,0.0,1.0,0.0,38.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,38.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов тарифы,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение сайтов это,0.0,0.0,,,0.0,2.0,0.0,84.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,84.5,0,3,0.0,76.33,0,,-1,-33.3,0.0,8.17,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение через seo,0.0,0.0,,,0.0,1.0,0.0,74.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,74.0,0,3,0.0,68.67,0,,-2,-66.7,0.0,5.33,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижению сайта работающее,0.0,0.0,,,0.0,1.0,0.0,17.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,17.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижения сайтов,0.0,0.0,,,0.0,3.0,0.0,62.33,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,62.33,0,9,0.0,65.22,0,,-6,-66.7,0.0,-2.89,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
разработка веб сайтов в ташкенте,0.0,0.0,,,0.0,1.0,0.0,94.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,94.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
разработка сайта под ключ цена,0.0,0.0,,,0.0,1.0,0.0,27.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,27.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67024,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,2,0.0,7.5,0,,-1,-50.0,0.0,0.5,stable,both,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лид в коммерческом предложении,0.0,1.0,0.0,20.0,0.0,6.0,0.0,22.0,0.0,,-5.0,-83.3,0.0,-2.0,improved,both,0,7,0.0,21.71,0,12,0.0,21.67,0,,-5,-41.7,0.0,0.04,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai менеджеры,0.0,0.0,,,0.0,1.0,0.0,21.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,21.0,0,2,0.0,26.0,0,,-1,-50.0,0.0,-5.0,improved,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm xizmatlari,0.0,1.0,0.0,18.0,0.0,2.0,0.0,19.0,0.0,,-1.0,-50.0,0.0,-1.0,improved,both,0,3,0.0,18.67,0,3,0.0,39.0,0,,0,0.0,0.0,-20.33,improved,both,smm,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайта в ташкенте,0.0,1.0,0.0,47.0,0.0,2.0,0.0,45.5,0.0,,-1.0,-50.0,0.0,1.5,worsened,both,0,3,0.0,46.0,0,0,,,0,,3,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайта заказать,0.0,1.0,0.0,21.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,21.0,0,1,0.0,12.0,0,,0,0.0,0.0,9.0,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайта цена,0.0,3.0,0.0,16.67,0.0,2.0,0.0,18.5,0.0,,1.0,50.0,0.0,-1.83,improved,both,0,5,0.0,17.4,0,0,,,0,,5,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайтов,0.0,4.0,0.0,62.0,0.0,29.0,0.0,54.62,0.0,,-25.0,-86.2,0.0,7.38,worsened,both,0,33,0.0,55.52,0,76,0.0,54.21,0,,-43,-56.6,0.0,1.31,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайтов стоимость,0.0,1.0,0.0,21.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,21.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo раскрутка сайта заказать,0.0,1.0,0.0,26.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,26.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo ташкент,0.0,10.0,0.0,35.8,0.0,7.0,0.0,33.14,0.0,,3.0,42.9,0.0,2.66,worsened,both,0,17,0.0,34.71,0,13,0.0,42.92,0,,4,30.8,0.0,-8.21,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm tashkent,0.0,1.0,0.0,13.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,13.0,0,0,,,0,,1,,0.0,,n/a,new,smm,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm маркетинг в ташкенте,0.0,2.0,0.0,84.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,84.0,0,1,0.0,73.0,0,,1,100.0,0.0,11.0,worsened,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
jaji piti,0.0,4.0,0.0,4.25,0.0,1.0,0.0,4.0,0.0,,3.0,300.0,0.0,0.25,stable,both,0,5,0.0,4.2,0,0,,,0,,5,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm на русском,0.0,1.0,0.0,8.0,0.0,1.0,0.0,9.0,0.0,,0.0,0.0,0.0,-1.0,improved,both,0,2,0.0,8.5,0,0,,,0,,2,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm под ключ,0.0,1.0,0.0,7.0,0.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0,2.0,worsened,both,0,2,0.0,6.0,0,0,,,0,,2,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm продвижение,0.0,1.0,0.0,14.0,0.0,5.0,0.0,14.2,0.0,,-4.0,-80.0,0.0,-0.2,stable,both,0,6,0.0,14.17,0,10,0.0,17.5,0,,-4,-40.0,0.0,-3.33,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm продвижение цена,0.0,2.0,0.0,20.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,20.5,0,0,,,0,,2,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm продвижение это,0.0,1.0,0.0,8.0,0.0,3.0,0.0,15.67,0.0,,-2.0,-66.7,0.0,-7.67,improved,both,0,4,0.0,13.75,0,9,0.0,25.44,0,,-5,-55.6,0.0,-11.69,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm специалист стоимость,0.0,1.0,0.0,29.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,29.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm специалист цена,0.0,1.0,0.0,28.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,28.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm стоимость,0.0,1.0,0.0,21.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,21.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение как работает,0.0,1.0,0.0,70.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,70.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
